date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:12:41	147950/147950	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Jun%202015%2011:05:01%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/themes/october/js/theme-scripts.min.js?ver=1	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/themes/october/js/theme-scripts.min68b3.js	(from http://october02.themes.tvda.eu/demo02/)
19:12:41	56323/56323	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Jun%202015%2007:12:35%20GMT	http://october02.themes.tvda.eu/demo02/project/test/	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/project/test/index.html	(from http://october02.themes.tvda.eu/demo02/)
19:12:41	757/757	---M--	200	added ('OK')	application/x-javascript	etag:%2211e362c-2f5-517ec5246795b%22	http://october02.themes.tvda.eu/demo02/wp-includes/js/comment-reply.min.js?ver=4.2.2	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-includes/js/comment-reply.min3a05.js	(from http://october02.themes.tvda.eu/demo02/)
19:12:42	23305/23305	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Jun%202015%2011:05:01%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/themes/october/css/libs/owl-carousel/owl.carousel.min.js?ver=1.0	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/themes/october/css/libs/owl-carousel/owl.carousel.min5152.js	(from http://october02.themes.tvda.eu/demo02/)
19:12:42	20987/20987	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Jun%202015%2011:05:01%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/themes/october/js/woocommerce/woo-scripts.js?ver=1	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/themes/october/js/woocommerce/woo-scripts68b3.js	(from http://october02.themes.tvda.eu/demo02/)
19:12:43	26491/26491	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Jun%202015%2011:05:55%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/js/js_composer_front.js?ver=4.5.2	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/js/js_composer_front3428.js	(from http://october02.themes.tvda.eu/demo02/)
19:12:44	60494/60494	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Jun%202015%2011:05:46%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/elite-addons-vc/assets/projects.min.js?ver=1.1	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/elite-addons-vc/assets/projects.min4963.js	(from http://october02.themes.tvda.eu/demo02/)
19:12:44	5881/5881	---M--	200	added ('OK')	text/css	date:Sun,%2007%20Jun%202015%2012:04:03%20GMT	http://october02.themes.tvda.eu/demo02/wp-includes/css/buttons.min.css?ver=4.2.2	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-includes/css/buttons.min3a05.css	(from http://october02.themes.tvda.eu/demo02/wp-login.php?redirect_to=%2Fdemo02%2F)
19:12:46	43647/43647	---M--	200	added ('OK')	text/css	date:Sun,%2007%20Jun%202015%2012:04:03%20GMT	http://october02.themes.tvda.eu/demo02/wp-includes/css/dashicons.min.css?ver=4.2.2	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-includes/css/dashicons.min3a05.css	(from http://october02.themes.tvda.eu/demo02/wp-login.php?redirect_to=%2Fdemo02%2F)
19:12:47	21566/21566	---M--	200	added ('OK')	text/css	date:Sun,%2007%20Jun%202015%2012:04:03%20GMT	http://october02.themes.tvda.eu/demo02/wp-admin/css/login.min.css?ver=4.2.2	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-admin/css/login.min3a05.css	(from http://october02.themes.tvda.eu/demo02/wp-login.php?redirect_to=%2Fdemo02%2F)
19:12:49	1018/1018	---M--	200	added ('OK')	image/png	etag:%2212228c4-3fa-518038f58460d%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/instagram-feed/img/loader.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/instagram-feed/img/loader.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/instagram-feed/css/sb-instagram.css?ver=1.3.7)
19:12:49	12136/12136	---M--	200	added ('OK')	text/plain	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/font/revicons.eot?5510888	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/font/revicons90c6.eot	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:49	7536/7536	---M--	200	added ('OK')	text/plain	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/font/revicons.woff?5510888	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/font/revicons90c6.woff	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:50	11968/11968	---M--	200	added ('OK')	text/plain	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/font/revicons.ttf?5510888	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/font/revicons90c6.ttf	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:50	933/933	---M--	200	added ('OK')	image/png	etag:%221245868-3a5-517ffa0024175%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/gridtile.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/gridtile.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:51	13585/13585	---M--	200	added ('OK')	text/xml	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/font/revicons.svg?5510888	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/font/revicons90c6.svg	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:51	931/931	---M--	200	added ('OK')	image/png	etag:%221245878-3a3-517ffa002743d%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/gridtile_white.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/gridtile_white.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:51	938/938	---M--	200	added ('OK')	image/png	etag:%221245874-3aa-517ffa0026885%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/gridtile_3x3.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/gridtile_3x3.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:51	935/935	---M--	200	added ('OK')	image/png	etag:%221245867-3a7-517ffa0023d8d%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/gridtile_3x3_white.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/gridtile_3x3_white.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:52	4289/4289	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/shadow1.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/shadow1.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:52	5661/5661	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/shadow2.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/shadow2.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:52	6428/6428	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/shadow3.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/shadow3.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:53	2746/2746	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/boxed_bgtile.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/boxed_bgtile.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:54	149/149	---M--	200	added ('OK')	image/png	etag:%221245865-95-517ffa00239a5%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/navigdots_bgtile.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/navigdots_bgtile.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:54	2254/2254	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/bullet.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/bullet.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:54	1153/1153	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/bullets.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/bullets.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:55	278/278	---M--	200	added ('OK')	image/png	etag:%221245882-116-517ffa0029765%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/bullets2.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/bullets2.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:55	924/924	---M--	200	added ('OK')	image/png	etag:%22124586b-39c-517ffa0024d2d%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/bullet_boxed.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/bullet_boxed.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:55	42935/42935	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/images/gradient/g30.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/images/gradient/g30.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:55	743/743	---M--	200	added ('OK')	image/png	etag:%22124587e-2e7-517ffa00287c5%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/navigdots.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/navigdots.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:56	1517/1517	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/large_left.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/large_left.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:56	1561/1561	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/large_right.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/large_right.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:56	42464/42464	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/images/gradient/g40.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/images/gradient/g40.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:56	670/670	---M--	200	added ('OK')	image/png	etag:%22124586e-29e-517ffa00254fd%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/small_left.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/small_left.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:56	668/668	---M--	200	added ('OK')	image/png	etag:%22124587c-29c-517ffa00283dd%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/small_right.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/small_right.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:57	807/807	---M--	200	added ('OK')	image/png	etag:%22124586a-327-517ffa0024945%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrow_left.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrow_left.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:57	820/820	---M--	200	added ('OK')	image/png	etag:%221245880-334-517ffa0028f95%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrow_right.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrow_right.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:57	846/846	---M--	200	added ('OK')	image/png	etag:%221245876-34e-517ffa0027055%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/small_left_boxed.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/small_left_boxed.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:58	807/807	---M--	200	added ('OK')	image/png	etag:%22124586c-327-517ffa0024d2d%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/small_right_boxed.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/small_right_boxed.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:59	348/348	---M--	200	added ('OK')	image/png	etag:%22124585f-15c-517ffa002261d%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrow_left2.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrow_left2.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:59	343/343	---M--	200	added ('OK')	image/png	etag:%22124585e-157-517ffa0022235%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrow_right2.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrow_right2.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:59	43543/43543	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrowleft.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrowleft.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:12:59	184/184	---M--	200	added ('OK')	image/png	etag:%22124586d-b8-517ffa0025115%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/coloredbg.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/coloredbg.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:13:00	2545/2545	---M--	200	added ('OK')	image/gif	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/loader.gif	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/loader.gif	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:13:00	613/613	---M--	200	added ('OK')	image/png	etag:%22124751e-265-517ffa0e9e540%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/woocommerce/assets/images/select2.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/woocommerce/assets/images/select2.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/woocommerce/assets/css/select2.css?ver=4.2.2)
19:13:00	1849/1849	---M--	200	added ('OK')	image/gif	date:Mon,%2008%20Jun%202015%2011:06:07%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/woocommerce/assets/images/select2-spinner.gif	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/woocommerce/assets/images/select2-spinner.gif	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/woocommerce/assets/css/select2.css?ver=4.2.2)
19:13:01	845/845	---M--	200	added ('OK')	image/png	etag:%22124752e-34d-517ffa0ea6df7%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/woocommerce/assets/images/select2x2.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/woocommerce/assets/images/select2x2.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/woocommerce/assets/css/select2.css?ver=4.2.2)
19:13:01	43719/43719	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jun%202015%2011:05:52%20GMT	http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrowright.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/assets/arrowright.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/revslider/rs-plugin/css/settings.css?ver=4.6.92)
19:13:01	302/302	---M--	200	added ('OK')	image/png	etag:%2212471e2-12e-517ffa02f2574%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/vc/alert.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/vc/alert.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:01	323/323	---M--	200	added ('OK')	image/png	etag:%22124723f-143-517ffa031ec61%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/vc/info.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/vc/info.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:02	244/244	---M--	200	added ('OK')	image/png	etag:%2212471e3-f4-517ffa02f295c%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/vc/tick.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/vc/tick.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:02	495/495	---M--	200	added ('OK')	image/png	etag:%2212471f8-1ef-517ffa02faa44%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/vc/exclamation.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:02	712/712	---M--	200	added ('OK')	image/png	etag:%221246c55-2c8-517ffa023afe9%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/address-book.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:03	841/841	---M--	200	added ('OK')	image/png	etag:%221246c5c-349-517ffa023cf29%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:03	694/694	---M--	200	added ('OK')	image/png	etag:%221246c53-2b6-517ffa023a819%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:03	544/544	---M--	200	added ('OK')	image/png	etag:%221246c63-220-517ffa02401f0%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:04	590/590	---M--	200	added ('OK')	image/png	etag:%221246c49-24e-517ffa02384f1%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:04	682/682	---M--	200	added ('OK')	image/png	etag:%221246c64-2aa-517ffa02405d8%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:04	705/705	---M--	200	added ('OK')	image/png	etag:%221246c51-2c1-517ffa023a049%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:05	674/674	---M--	200	added ('OK')	image/png	etag:%221246c61-2a2-517ffa023f250%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/balloon.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:05	717/717	---M--	200	added ('OK')	image/png	etag:%221246c5e-2cd-517ffa023e2b1%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:05	691/691	---M--	200	added ('OK')	image/png	etag:%221246c54-2b3-517ffa023ac01%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
19:13:06	700/700	---M--	200	added ('OK')	image/png	etag:%221246c62-2bc-517ffa023fa20%22	http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	C:/Users/Apprentice/Documents/test/october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from http://october02.themes.tvda.eu/demo02/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.5.2)
